%SECTION%1%;Edges;
%FIELDS%;edge_id;start_node;end_node;directed;length;specification;traversal_time;name;
;29;4025;543;0;18.140032886870774;taxiway;18.140032886870774;;
;30;543;814;0;20.661703122203622;taxiway;20.661703122203622;;
;31;814;136;0;118.80587488701399;taxiway;118.80587488701399;;
;32;136;284;0;26.105651952416117;taxiway;26.105651952416117;;
;33;284;2664;0;36.55538865478855;taxiway;36.55538865478855;;
;34;2664;15;0;3.6200591273520946;taxiway;3.6200591273520946;;
;40;171;1078;0;63.03626803193055;taxiway;63.03626803193055;;
;41;1078;577;0;39.93936399929623;taxiway;39.93936399929623;;
;42;577;318;0;13.381902542324294;taxiway;13.381902542324294;;
;43;318;25;0;10.957535625878982;taxiway;10.957535625878982;;
;44;1934;4195;0;24.992968433733257;taxiway;24.992968433733257;;
;45;4195;2068;0;49.275038565233025;taxiway;49.275038565233025;;
;46;2068;2320;0;97.76176105023657;taxiway;97.76176105023657;;
;52;629;530;0;21.82535452173254;taxiway;21.82535452173254;;
;53;530;707;0;7.2338998233805025;taxiway;7.2338998233805025;;
;61;4199;323;0;40.39914764914879;taxiway;40.39914764914879;;
;62;177;901;0;45.52380646082013;taxiway;45.52380646082013;;
;63;901;847;0;28.30967400593532;taxiway;28.30967400593532;;
;64;847;637;0;30.7737199846443;taxiway;30.7737199846443;;
;65;637;583;0;41.34213348955413;taxiway;41.34213348955413;;
;66;583;3950;0;62.66464821278205;taxiway;62.66464821278205;;
;71;228;758;0;105.78412502265894;taxiway;105.78412502265894;;
;84;119;4761;0;29.810738922744232;taxiway;29.810738922744232;;
;85;4761;3952;0;35.28193105582808;taxiway;35.28193105582808;;
;86;3952;4764;0;36.0700736416823;taxiway;36.0700736416823;;
;99;229;3013;0;8.663991187212602;taxiway;8.663991187212602;;
;100;3013;2585;0;60.381556655262344;taxiway;60.381556655262344;;
;101;2585;3614;0;8.92395832644061;taxiway;8.92395832644061;;
;102;3614;3120;0;73.35296176883371;taxiway;73.35296176883371;;
;103;3939;3940;0;44.715101960492106;taxiway;44.715101960492106;;
;110;3958;301;0;11.504884349324554;taxiway;11.504884349324554;;
;111;301;32;0;9.196648544461311;taxiway;9.196648544461311;;
;112;946;445;0;29.376274954962874;taxiway;29.376274954962874;;
;113;445;189;0;37.53525046087162;taxiway;37.53525046087162;;
;114;189;1092;0;35.364615481304675;taxiway;35.364615481304675;;
;115;1092;826;0;33.11566542331066;taxiway;33.11566542331066;;
;117;83;995;0;24.97081098351747;taxiway;24.97081098351747;;
;125;289;3693;0;25.676324874730078;taxiway;25.676324874730078;;
;126;3955;4017;0;71.36669977239069;taxiway;71.36669977239069;;
;127;3179;80;0;5.628676750800956;taxiway;5.628676750800956;;
;128;80;2759;0;10.537979745419156;taxiway;10.537979745419156;;
;133;729;3606;0;13.552328423916627;taxiway;13.552328423916627;;
;134;3606;226;0;18.441678080155285;taxiway;18.441678080155285;;
;135;226;4190;0;82.53434703668033;taxiway;82.53434703668033;;
;136;4190;2671;0;58.33437260303809;taxiway;58.33437260303809;;
;137;2671;4547;0;4.382603528872436;taxiway;4.382603528872436;;
;138;4547;3176;0;62.15259525560901;taxiway;62.15259525560901;;
;139;3176;4187;0;10.831131656385123;taxiway;10.831131656385123;;
;140;4187;4185;0;71.76813685222915;taxiway;71.76813685222915;;
;141;4185;4183;0;35.0225571133913;taxiway;35.0225571133913;;
;142;4183;2454;0;13.996012934357672;taxiway;13.996012934357672;;
;143;2454;4556;0;23.082410340713412;taxiway;23.082410340713412;;
;144;4556;4201;0;1.2075148594901206;taxiway;1.2075148594901206;;
;145;4201;2420;0;44.82235993544881;taxiway;44.82235993544881;;
;146;2420;2160;0;55.26252778269728;taxiway;55.26252778269728;;
;147;2160;1020;0;9.180976323390688;taxiway;9.180976323390688;;
;148;1020;484;0;17.428975729432775;taxiway;17.428975729432775;;
;149;484;3989;0;26.483378165748658;taxiway;26.483378165748658;;
;150;3989;2040;0;36.00326246662137;taxiway;36.00326246662137;;
;151;2040;3522;0;22.49591025006642;taxiway;22.49591025006642;;
;152;3522;3435;0;8.351371573982421;taxiway;8.351371573982421;;
;153;3435;3974;0;33.11376282554267;taxiway;33.11376282554267;;
;154;3974;107;0;36.748895711804096;taxiway;36.748895711804096;;
;155;107;603;0;58.893320227498045;taxiway;58.893320227498045;;
;156;603;867;0;14.735627602990073;taxiway;14.735627602990073;;
;157;867;1129;0;25.64651170016828;taxiway;25.64651170016828;;
;158;985;720;0;11.755625565442873;taxiway;11.755625565442873;;
;159;720;450;0;64.87298307192557;taxiway;64.87298307192557;;
;160;450;194;0;11.953034266650754;taxiway;11.953034266650754;;
;161;194;859;0;14.989069246935866;taxiway;14.989069246935866;;
;162;859;5887;0;92.331591002662;taxiway;92.331591002662;;
;163;5887;5889;0;58.605836167882735;taxiway;58.605836167882735;;
;164;5889;4121;0;62.265953684364675;taxiway;62.265953684364675;;
;165;4121;4113;0;38.468071268601754;taxiway;38.468071268601754;;
;166;4113;2576;0;40.569224800951105;taxiway;40.569224800951105;;
;167;2576;5891;0;40.50183521428201;taxiway;40.50183521428201;;
;168;5891;5893;0;74.9637185332528;taxiway;74.9637185332528;;
;169;5893;155;0;82.97402026560243;taxiway;82.97402026560243;;
;170;5896;5899;0;65.12721413560088;taxiway;65.12721413560088;;
;171;5899;5901;0;56.00076934521709;taxiway;56.00076934521709;;
;172;5901;402;0;26.07305038480944;taxiway;26.07305038480944;;
;173;402;5903;0;35.21554150206059;taxiway;35.21554150206059;;
;174;5903;24;0;48.94183647622988;taxiway;48.94183647622988;;
;175;24;5906;0;66.08834988295848;taxiway;66.08834988295848;;
;176;5906;4734;0;40.770835620509466;taxiway;40.770835620509466;;
;177;4734;5908;0;16.31428264473829;taxiway;16.31428264473829;;
;178;5908;4737;0;58.52676693362671;taxiway;58.52676693362671;;
;179;4737;3987;0;37.19173839864936;taxiway;37.19173839864936;;
;180;3987;409;0;38.914363535615486;taxiway;38.914363535615486;;
;181;409;709;0;19.077630831474043;taxiway;19.077630831474043;;
;191;4014;5770;0;2.1171403431395532;taxiway;2.1171403431395532;;
;192;5770;5780;0;15.165768479821851;taxiway;15.165768479821851;;
;197;375;5812;0;13.429571713697896;taxiway;13.429571713697896;;
;198;5812;5814;0;5.464786096409924;taxiway;5.464786096409924;;
;199;5814;3979;0;7.326007875847081;taxiway;7.326007875847081;;
;200;3979;5824;0;81.03755283754182;taxiway;81.03755283754182;;
;201;5824;4134;0;9.764836160028294;taxiway;9.764836160028294;;
